Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location
BENTLEY,DOG,GOLDEN RETR/MIX,BROWN,Neutered,MED,12/07/1999,K15-017040,TX,A330272,12/06/2015,12/08/2015,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,TREATABLE/REHAB,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)"
WINSTON,DOG,BEAGLE/MIX,TRICOLOR/WHITE,Neutered,MED,01/26/2008,K16-017547,DS62,A332338,01/23/2016,01/26/2016,3,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472(38.4007555, -122.8277055)"
SHOJI,DOG,LABRADOR RETR,YELLOW,Neutered,LARGE,08/18/2011,K18-027958,TRUCK,A274006,04/24/2018,04/24/2018,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)"
SCOUT,DOG,GERM SHEPHERD,BLACK/TAN,Male,LARGE,05/22/2015,K18-028352,DS62,A372736,05/22/2018,05/23/2018,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,94952,"94952(38.237, -122.640695)"
,DOG,CHIHUAHUA SH,TAN,Male,TOY,07/16/2013,K14-009832,DS49,A309130,07/16/2014,08/11/2014,26,STRAY,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,,,
HEINEKEN,DOG,GOLDEN RETR,GOLD,Neutered,MED,05/01/2009,K18-029694,VET,A375711,08/31/2018,08/31/2018,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95403,"95403(38.4716444, -122.7398255)"
MANGO,DOG,AUST SHEPHERD/MIX,BLACK/TAN,Neutered,MED,06/12/2004,K14-009278,DS94,A307927,06/12/2014,06/14/2014,2,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94709,"94709(37.878265, -122.2636)"
ROSETTA,DOG,CHIHUAHUA SH,BROWN/BROWN,Female,TOY,07/28/2005,K15-015105,DI100,A324685,07/28/2015,08/20/2015,23,CONFISCATE,FLD_CORONR,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,
TOOTSIE,DOG,AUST TERRIER/YORKSHIRE TERR,TAN/WHITE,Spayed,SMALL,03/20/2016,K17-022699,DS57,A349099,03/04/2017,04/05/2017,32,STRAY,FIELD,ADOPTION,INTERNET,TREATABLE/REHAB,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)"
CAMMY,DOG,GERM SHEPHERD,BLACK/BROWN,Female,LARGE,04/10/2013,K13-006956,DS75,A300437,12/10/2013,01/14/2014,35,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,BEH SEVERE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,,,
PABLO,DOG,PIT BULL,GRAY/WHITE,Neutered,LARGE,08/22/2011,K20-034964,DA10,A278586,01/02/2020,01/18/2020,16,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,PENDING,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)"
PACHE,DOG,PIT BULL,WHITE/GRAY,Male,LARGE,01/07/2023,K23-045940,DA27,A420172,09/05/2023,09/07/2023,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.4716444, -122.7398255)"
TOBY,DOG,PUG/BEAGLE,BLACK,Neutered,SMALL,03/01/2012,K17-026785,DA11,A366426,12/23/2017,02/22/2018,61,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94708,"94708(37.8867965, -122.2571087)"
RUE,DOG,PIT BULL/MIX,TAN/WHITE,Female,LARGE,01/06/2021,K22-041034,DS90,A410825,04/04/2022,04/06/2022,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95404,"95404(38.44511, -122.708)"
CHOCOLATE,DOG,CHIHUAHUA SH,BROWN,Neutered,TOY,11/20/2003,K18-030670,DS95,A246377,11/19/2018,11/20/2018,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)"
JAX,DOG,GERM SHEPHERD,BLACK/BROWN,Neutered,LARGE,03/03/2015,K15-016664,DA19,A329438,11/03/2015,11/14/2015,11,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,94931,"94931(38.3260186, -122.706422)"
DAKOTA,DOG,ALASKAN HUSKY,GRAY/WHITE,Neutered,LARGE,09/09/2009,K15-015451,TRUCK,A312808,08/16/2015,08/16/2015,0,STRAY,FIELD,RETURN TO OWNER,FLD_LIC,HEALTHY,HEALTHY,COUNTY,COUNTY,94931,"94931(38.3260186, -122.706422)"
HONEY,DOG,SIBERIAN HUSKY/MIX,BLACK/WHITE,Spayed,MED,03/26/2022,K23-046196,DS79,A420634,09/23/2023,09/26/2023,3,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)"
CALI,DOG,PIT BULL/MIX,BROWN/WHITE,Neutered,MED,02/27/2011,K14-007482,DS67,A302040,01/27/2014,02/07/2014,11,CONFISCATE,FLD_CORONR,RETURN TO OWNER,RETURN TO OWNER,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)"
BELLA,DOG,PIT BULL/MIX,BLACK/WHITE,Spayed,MED,02/01/2015,K15-015456,DA43,A326093,08/17/2015,09/12/2015,26,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)"
SONNY,DOG,LABRADOR RETR/MIX,YELLOW,Neutered,LARGE,01/21/2009,K19-031467,TRUCK,A255028,02/16/2019,02/16/2019,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,,COUNTY,COUNTY,95446,"95446(38.503755, -122.9935)"
,DOG,POODLE MIN/MIX,BLACK/WHITE,Female,SMALL,08/29/2022,K22-043224,DS82,A414275,11/29/2022,12/24/2022,25,STRAY,OVER THE COUNTER,TRANSFER,DOGWOOD,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)"
SANCHO NUNEZ,DOG,CHIHUAHUA SH/PARSON RUSS TER,BROWN,Neutered,SMALL,07/17/2015,K16-019522,DS54,A339134,07/01/2016,07/01/2016,0,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95441,"95441(38.70854, -122.90737)"
*GLO,DOG,PIT BULL,BLUE/WHITE,Spayed,MED,02/13/2012,K14-007708,DA28,A302677,02/13/2014,04/02/2014,48,TRANSFER,PRIV_SHELT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*HEALDSBURG,95448,"95448(38.613965, -122.869825)"
CHICHI,DOG,CHIHUAHUA SH,BLACK/TAN,Spayed,TOY,07/24/2003,K14-009948,DS88,A309331,07/24/2014,07/24/2014,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95404,"95404(38.44511, -122.708)"
EDMOND,DOG,CHIHUAHUA SH,WHITE/BLACK,Male,SMALL,11/17/2012,K17-025531,DS96,A406822,09/29/2017,09/30/2017,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)"
SHADOW,DOG,SIBERIAN HUSKY,BLACK/WHITE,Male,LARGE,12/06/2014,K15-016377,DS76,A327259,10/14/2015,10/14/2015,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)"
,DOG,PIT BULL/MIX,WHITE/BROWN,Male,LARGE,05/09/2010,K14-008738,DS75,A306243,05/06/2014,05/15/2014,9,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,HEALTHY,UNTREATABLE,SANTA ROSA,,,
ZIPPERELLA,DOG,JACK/FOX TERR SMOOTH,TRICOLOR,Spayed,SMALL,08/20/2013,K19-033392,DS55,A390771,08/20/2019,08/31/2019,11,STRAY,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.4127094, -122.7412153)"
*JULIETTE,DOG,SHIH TZU/MIX,BLACK/WHITE,Spayed,SMALL,05/09/2020,K23-044446,DS55,A416886,04/21/2023,05/11/2023,20,STRAY,FIELD,TRANSFER,MARIN HS,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94949,"94949(38.0670948, -122.5355114)"
*PEPSI,DOG,PIT BULL,GOLD/WHITE,Spayed,PUPPY,09/13/2015,K15-016923,DI102,A329893,11/28/2015,11/28/2015,0,STRAY,OVER THE COUNTER,TRANSFER,REDWD VET,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)"
GUINNESS,DOG,GERM SHEPHERD,BLACK/TAN,Neutered,LARGE,06/10/2012,K22-041580,DS86,A411935,06/10/2022,07/07/2022,27,STRAY,FIELD,TRANSFER,MUTTVILLE,UNKNOWN,HEALTHY,SANTA ROSA,OUT OF COUNTY,94103,"94103(37.772, -122.408735)"
GUNNER,DOG,AUST SHEPHERD,RED/TRICOLOR,Neutered,MED,03/19/2011,K23-045861,DS89,A280828,08/31/2023,09/02/2023,2,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,PENDING,COUNTY,COUNTY,95448,"95448(38.613965, -122.869825)"
DRACO,DOG,LABRADOR RETR/BOSTON TERRIER,TRICOLOR,Neutered,MED,11/11/2018,K19-033234,DA47,A387476,08/08/2019,08/31/2019,23,STRAY,FIELD,ADOPTION,WALKIN,TREATABLE/REHAB,TREATABLE/REHAB,*SONOMA,SANTA ROSA,95405,"95405(38.443415, -122.69178)"
*MOOSE,DOG,PIT BULL,BROWN/WHITE,Male,MED,01/11/2018,K19-032820,DI106,A389159,07/01/2019,07/29/2019,28,STRAY,OVER THE COUNTER,TRANSFER,ARF,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,OUT OF COUNTY,94598,"94598(37.915095, -122.02109)"
ROWDY,DOG,PIT BULL,BR BRINDLE/WHITE,Neutered,MED,03/24/2014,K18-027778,DS60,A370204,04/08/2018,04/10/2018,2,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,83811,"83811(48.14826, -116.17735)"
BELLA,DOG,GERM SHEPHERD/LABRADOR RETR,BLACK/TAN,Spayed,LARGE,10/01/2007,K14-011053,DS71,A312356,09/30/2014,10/01/2014,1,TRANSFER,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,*WINDSOR,SANTA ROSA,95409,"95409(38.46382, -122.67058)"
CHUY,DOG,BELG MALINOIS/MIX,BROWN/BLACK,Neutered,LARGE,01/01/2018,K19-033618,TRUCK,A391181,09/06/2019,09/06/2019,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)"
LUNA,DOG,SIBERIAN HUSKY,BLACK,Female,MED,12/10/2017,K19-032835,DA24,A387538,07/02/2019,07/03/2019,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.4127094, -122.7412153)"
TRIPOD,DOG,PARSON RUSS TER,BLACK/WHITE,Male,SMALL,10/01/2008,K14-010699,DS84,A283018,09/09/2014,09/12/2014,3,TRANSFER,MUN_SHELT,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,94952,"94952(38.237, -122.640695)"
TYSON,DOG,DOBERMAN PINSCH,BLACK/TAN,Neutered,LARGE,02/14/2013,K14-012016,DA31,A314741,12/09/2014,12/30/2014,21,STRAY,OVER THE COUNTER,TRANSFER,NC POM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)"
ZEUS,DOG,PIT BULL/LABRADOR RETR,BLACK/WHITE,Neutered,MED,01/25/2019,K19-034231,DS76,A389009,10/24/2019,11/12/2019,19,STRAY,PHONE,ADOPTION,REFERRAL-O,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95448,"95448(38.613965, -122.869825)"
BONITA,DOG,CHIHUAHUA SH,TAN,Spayed,TOY,10/31/2012,K22-041046,DS95,A299270,04/06/2022,04/15/2022,9,OWNER SURRENDER,OVER THE COUNTER_OS,TRANSFER,CWOB,UNKNOWN,PENDING,COUNTY,COUNTY,95407,"95407(38.4127094, -122.7412153)"
LUNA,DOG,BELG MALINOIS,SABLE,Spayed,LARGE,01/30/2018,K19-031636,DA03,A384106,03/08/2019,04/23/2019,46,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,B A GERMAN,HEALTHY,HEALTHY,OUT OF COUNTY,COUNTY,95403,"95403(38.4716444, -122.7398255)"
BOOMER,DOG,BORDER COLLIE/MIX,RED/WHITE,Neutered,LARGE,01/02/2005,K14-007221,DS80,A301119,01/02/2014,01/02/2014,0,STRAY,FIELD,RETURN TO OWNER,RETURN TO OWNER,UNKNOWN,HEALTHY,COUNTY,*PETALUMA,94954,"94954(38.263265, -122.641035)"
BLANCA,DOG,GERM SHEPHERD/MIX,WHITE,Female,LARGE,03/30/2020,K23-043624,DA23,A410738,01/17/2023,02/14/2023,28,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNKNOWN,DEAD,SANTA ROSA,,,
CHESTER,DOG,GERM SHEPHERD,BLACK/TAN,Male,LARGE,01/30/2016,K21-037806,DS66,A362718,01/30/2021,01/30/2021,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,COUNTY,COUNTY,95492,"95492(38.541355, -122.80026)"
*PEGGY,DOG,CHIHUAHUA SH/MIX,TRICOLOR,Female,SMALL,10/26/2016,K18-030202,CS04,A377550,10/12/2018,11/07/2018,26,STRAY,FIELD,TRANSFER,HSSC,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.4127094, -122.7412153)"
KODA,DOG,ROTTWEILER,BLACK/TAN,Female,LARGE,04/14/2016,K17-022779,DS81,A349285,03/13/2017,03/14/2017,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.4716444, -122.7398255)"
JAMESON,DOG,CHIHUAHUA SH,FAWN,Neutered,SMALL,05/11/2018,K22-040674,DS50,A404590,02/09/2022,02/09/2022,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_NOTICE,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95405,"95405(38.443415, -122.69178)"
LULU,DOG,COTON DE TULEAR,WHITE,Spayed,SMALL,04/16/2014,K16-018498,DS66,A335612,04/16/2016,04/16/2016,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.443415, -122.69178)"
LOUIE,DOG,POMERANIAN/PEKINGESE,TAN/RED,Neutered,TOY,10/25/2013,K16-018497,DA45,A303095,04/16/2016,04/29/2016,13,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)"
CASPER,DOG,LABRADOR RETR,BLACK,Neutered,LARGE,05/01/2019,K21-038750,DS67,A405245,06/07/2021,06/08/2021,1,STRAY,PHONE,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)"
,DOG,CHIHUAHUA SH,WHITE/TAN,Male,SMALL,09/04/2013,K18-029718,DA28,A375776,09/04/2018,09/21/2018,17,STRAY,FIELD,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95407,"95407(38.4127094, -122.7412153)"
CAPULIN,DOG,GERM SHEPHERD,BLACK,Male,LARGE,10/14/2008,K14-011240,DS91,A312709,10/14/2014,10/15/2014,1,STRAY,PRIV_SHELT,RETURN TO OWNER,FLD_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.4716444, -122.7398255)"
LULU,DOG,LABRADOR RETR/MIX,BLACK/WHITE,Spayed,PUPPY,05/17/2015,K15-014992,DA08,A324449,07/17/2015,07/23/2015,6,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)"
*HANNAH,DOG,LABRADOR RETR/MIX,CHOCOLATE/WHITE,Spayed,MED,11/24/2014,K15-016113,DA29,A327638,09/24/2015,10/09/2015,15,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)"
*BROWNIE,DOG,CHIHUAHUA SH/MIX,RED/WHITE,Neutered,TOY,09/02/2013,K14-010413,DA05,A310462,08/21/2014,09/03/2014,13,STRAY,FIELD,ADOPTION,REFERRAL,HEALTHY,HEALTHY,COUNTY,*HEALDSBURG,95448,"95448(38.613965, -122.869825)"
PALOMO,DOG,MALTESE/MIX,WHITE,Male,SMALL,10/13/2008,K19-031464,TRUCK,A246972,02/19/2019,02/19/2019,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)"
*WILLOW,DOG,BORDER COLLIE/PARSON RUSS TER,BLACK,Neutered,MED,05/06/2009,K17-023319,DS89,A352187,04/30/2017,05/30/2017,30,STRAY,FIELD,EUTHANIZE,ILL SEVERE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,,,
*HUDSON,DOG,PIT BULL/MIX,BLUE/WHITE,Neutered,MED,03/08/2017,K18-027478,DA08,A369290,03/08/2018,05/05/2018,58,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)"
TESS,DOG,ENG SPRNGR SPAN,BLACK/WHITE,Spayed,MED,08/31/2009,K22-042181,COOLER,A246479,08/08/2022,08/09/2022,1,QUARANTINE,FIELD,TRANSFER,,UNKNOWN,,SANTA ROSA,SANTA ROSA,95405,"95405(38.443415, -122.69178)"
LOBO,DOG,GERM SHEPHERD,TAN/BLACK,Male,LARGE,11/02/2018,K19-032813,DS78,A389139,07/01/2019,07/02/2019,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,HEALTHY,COUNTY,COUNTY,95407,"95407(38.4127094, -122.7412153)"
*RONDE,DOG,CHIHUAHUA SH,TAN,Neutered,SMALL,07/24/2020,K21-039133,DA30,A406003,07/24/2021,09/11/2021,49,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94954,"94954(38.263265, -122.641035)"
*THOR,DOG,PIT BULL,BLACK/WHITE,Neutered,MED,06/10/2013,K13-006959,DA29,A300439,12/10/2013,01/11/2014,32,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95826,"95826(38.55592, -121.38701)"
HOOCH,DOG,PIT BULL,BR BRINDLE,Male,LARGE,02/06/2013,K15-012717,DA24,A316584,02/06/2015,02/07/2015,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)"
TEQUILA,DOG,PIT BULL,BLACK/WHITE,Neutered,LARGE,11/01/2020,K21-040250,DA06,A408143,12/11/2021,02/02/2022,53,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,EBSPCA,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94805,"94805(37.938085, -122.328815)"
ELLIE,DOG,AUST CATTLE DOG,BLACK,Female,MED,11/01/2014,K18-030477,DS64,A327992,11/01/2018,11/08/2018,7,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,,,
*LUPO,DOG,SIBERIAN HUSKY,WHITE/GRAY,Neutered,LARGE,06/25/2020,K21-038646,DA39,A405089,06/01/2021,05/27/2022,360,STRAY,FIELD,ADOPTION,VOLUNTEER,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472(38.4007555, -122.8277055)"
MACY,DOG,AUST SHEPHERD/MIX,BLUE MERLE,Spayed,LARGE,04/30/2009,K17-023592,DS70,A321121,05/22/2017,05/23/2017,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,95404,"95404(38.44511, -122.708)"
*SAPPHIRE,DOG,GERM SHEPHERD,BLACK,Spayed,LARGE,07/11/2014,K15-016927,DS96,A329899,11/28/2015,01/13/2016,46,STRAY,OVER THE COUNTER,TRANSFER,B A GERMAN,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.4716444, -122.7398255)"
MIA,DOG,PIT BULL,BR BRINDLE/WHITE,Spayed,PUPPY,12/26/2014,K15-014642,DA06,A323295,06/26/2015,07/22/2015,26,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.44366, -122.7246163)"
BABY,DOG,PIT BULL/MIX,BL BRINDLE/WHITE,Female,MED,07/30/2013,K14-010039,DS91,A309533,07/29/2014,07/30/2014,1,TRANSFER,PRIV_SHELT,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)"
,DOG,CHIHUAHUA SH,WHITE,Male,TOY,11/16/2007,K17-026367,DS54,A364140,11/16/2017,11/29/2017,13,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,
GUNNER,DOG,PIT BULL/MIX,WHITE/BLACK,Neutered,MED,06/10/2021,K22-040684,TX,A409884,02/10/2022,02/22/2022,12,OWNER SURRENDER,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,COUNTY,COUNTY,95446,"95446(38.503755, -122.9935)"
*CHESTNUT,DOG,PIT BULL,BROWN/WHITE,Neutered,MED,11/03/2020,K23-046383,DA46,A421043,10/09/2023,01/05/2024,88,STRAY,FLD_STRAY,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.443415, -122.69178)"
*CHEETAH,DOG,GERM SHEPHERD,TAN/BLACK,Spayed,LARGE,03/27/2018,K21-038148,DA46,A403361,03/27/2021,06/22/2021,87,STRAY,FIELD,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,COUNTY,OUT OF COUNTY,94805,"94805(37.938085, -122.328815)"
*DEVON,DOG,RHOD RIDGEBACK/BOXER,BROWN,Neutered,PUPPY,08/16/2015,K16-017803,DA12,A333118,02/16/2016,03/18/2016,31,CONFISCATE,FLD_EVICT,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94947,"94947(38.0993037, -122.5770675)"
*CHARLIE,DOG,GERM SHEPHERD,BLACK/TAN,Neutered,MED,07/10/2014,K15-012395,DS55,A315690,01/10/2015,01/23/2015,13,CONFISCATE,FLD_CRUEL,RETURN TO OWNER,OVER THE COUNTER_NOTICE,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95961,"95961(39.0819, -121.548415)"
SHADOW,DOG,GERM SHEPHERD,BLACK,Neutered,PUPPY,06/10/2014,K14-010812,DA16,A311644,09/16/2014,09/23/2014,7,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94952,"94952(38.237, -122.640695)"
TANNER,DOG,LABRADOR RETR,YELLOW,Spayed,X-LRG,05/03/2009,K20-035354,DA28,A336508,02/14/2020,02/18/2020,4,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,LILYS LEGA,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,COUNTY,94954,"94954(38.263265, -122.641035)"
*PATTY,DOG,POODLE MIN/MIX,WHITE,Female,SMALL,04/04/2015,K19-031812,DA20,A385881,03/29/2019,04/10/2019,12,STRAY,PRIV_SHELT,TRANSFER,HSSC,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.4127094, -122.7412153)"
*MARY,DOG,CHIHUAHUA SH,BROWN,Spayed,SMALL,06/25/2011,K18-028947,DA04,A374008,07/06/2018,07/10/2018,4,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)"
SUGAR,DOG,PIT BULL,TAN,Spayed,LARGE,05/21/2012,K19-033206,DS65,A307043,08/05/2019,08/07/2019,2,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,COUNTY,COUNTY,95472,"95472(38.4007555, -122.8277055)"
,DOG,MASTIFF/MIX,BROWN,Male,PUPPY,04/30/2017,K17-026496,DS60,A365063,11/30/2017,12/11/2017,11,STRAY,FIELD,TRANSFER,MARIN HS,HEALTHY,TREATABLE/REHAB,COUNTY,OUT OF COUNTY,94949,"94949(38.0670948, -122.5355114)"
MAX,DOG,LHASA APSO/MIX,WHITE,Neutered,SMALL,05/30/2020,K21-040076,DA23,A407707,11/09/2021,12/03/2021,24,STRAY,PHONE,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.443415, -122.69178)"
